Fb3,Fb2,Fb1,Symbol2,Symbol1,PosCond,Pair,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,Version,Session Number,frameRate,expName,StimCondition,date,Participant,
stim_fb/ques.jpg,stim_fb/negf.jpg,stim_fb/posf.jpg,stim_03/d.jpg,stim_03/c.jpg,1,2,f,0,0,0,26,f,1,0.833090995214,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/negf.jpg,stim_fb/posf.jpg,stim_03/a.jpg,stim_03/b.jpg,2,1,j,0,1,1,17,f,0,1.64950151389,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/posf.jpg,stim_fb/negf.jpg,stim_03/c.jpg,stim_03/d.jpg,2,2,j,0,2,2,38,j,1,1.18305109341,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/posf.jpg,stim_fb/negf.jpg,stim_03/f.jpg,stim_03/e.jpg,1,3,f,0,3,3,48,j,0,1.08303707853,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/negf.jpg,stim_fb/posf.jpg,stim_03/a.jpg,stim_03/b.jpg,2,1,j,0,4,4,13,j,1,1.38293373533,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/negf.jpg,stim_fb/posf.jpg,stim_03/a.jpg,stim_03/b.jpg,2,1,j,0,5,5,14,f,0,1.11632284749,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/negf.jpg,stim_fb/posf.jpg,stim_03/b.jpg,stim_03/a.jpg,1,1,f,0,6,6,7,j,0,1.29960629316,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/posf.jpg,stim_fb/negf.jpg,stim_03/d.jpg,stim_03/c.jpg,1,2,f,0,7,7,27,f,1,0.899800357139,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/negf.jpg,stim_fb/posf.jpg,stim_03/f.jpg,stim_03/e.jpg,1,3,f,0,8,8,43,j,0,1.33293994429,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/negf.jpg,stim_fb/posf.jpg,stim_03/a.jpg,stim_03/b.jpg,2,1,j,0,9,9,11,j,1,1.44959509178,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/posf.jpg,stim_fb/negf.jpg,stim_03/e.jpg,stim_03/f.jpg,2,3,j,0,10,10,58,f,0,1.13299629252,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
stim_fb/ques.jpg,stim_fb/negf.jpg,stim_fb/posf.jpg,stim_03/c.jpg,stim_03/d.jpg,2,2,j,0,11,11,33,f,0,1.49953670898,03,01,60.0191282866,PLT_learning_3,N,2014_Mrz_11_1416,P23,
