"Participant","RT","symb1","symb2","choice","condition"
"P04",0.583163861926,"E","B","B","N"
"P04",0.566553884557,"E","A","A","N"
"P04",0.666503611251,"D","E","E","N"
"P04",0.699795968451,"A","F","A","N"
"P04",1.36624401922,"F","B","F","N"
"P04",0.899722678777,"D","A","A","N"
"P04",0.799795433117,"C","F","C","N"
"P04",0.549876406944,"A","C","C","N"
"P04",0.649841330516,"C","E","E","N"
"P04",0.516530940369,"D","C","C","N"
"P04",0.533203515763,"F","C","C","N"
"P04",0.583200015038,"C","B","C","N"
"P04",0.566506453335,"B","A","A","N"
"P04",0.866485451989,"F","E","E","N"
"P04",1.29960933226,"F","D","D","N"
"P04",0.89977096112,"A","E","A","N"
"P04",0.583177988135,"A","D","A","N"
"P04",0.749847694378,"B","C","C","N"
"P04",1.04971641416,"D","F","D","N"
"P04",1.5662109127,"C","A","A","N"
"P04",0.583194484252,"A","B","A","N"
"P04",0.716499388726,"E","D","D","N"
"P04",0.799785649732,"B","E","E","N"
"P04",0.783122150961,"B","D","B","N"
"P04",0.949729511809,"F","D","D","N"
"P04",0.599887519643,"B","E","E","N"
"P04",0.583206712732,"F","A","A","N"
"P04",0.666519866768,"A","D","A","N"
"P04",0.516540305712,"E","C","C","N"
"P04",0.566497737611,"C","B","C","N"
"P04",0.916410658566,"E","B","E","N"
"P04",0.966410595409,"F","B","F","N"
"P04",0.533217675055,"D","E","E","N"
"P04",0.549877498665,"F","E","E","N"
"P04",0.533176932504,"D","C","D","N"
"P04",0.766455256728,"E","F","E","N"
"P04",0.516553087571,"A","C","C","N"
"P04",0.666510293908,"B","C","C","N"
"P04",0.666465379959,"F","C","C","N"
"P04",1.36626624161,"D","F","F","N"
"P04",0.583207608965,"B","A","A","N"
"P04",0.999730717814,"C","A","A","N"
"P04",0.933074560342,"C","E","C","N"
"P04",0.866474426508,"E","D","D","N"
"P04",0.616516576567,"A","B","A","N"
"P04",1.38289727746,"D","B","D","N"
"P04",1.26628518883,"C","D","C","N"
"P04",0.566520381049,"E","A","A","N"
"P04",0.916427572725,"B","D","D","N"
"P04",0.616513322456,"C","F","C","N"
"P04",0.899727956933,"A","F","A","N"
"P04",0.833094848911,"D","A","A","N"
"P04",1.38292465771,"B","F","F","N"
"P04",0.649771300968,"A","E","A","N"
"P05",1.14964747032,"E","D","E","N"
"P05",0.749810855557,"B","A","A","N"
"P05",0.983014527711,"E","A","E","N"
"P05",1.46624975151,"B","D","D","N"
"P05",0.866429566695,"C","B","C","N"
"P05",1.34964498613,"A","F","A","N"
"P05",1.39960697438,"C","F","C","N"
"P05",1.26632038556,"C","D","C","N"
"P05",1.13298758656,"D","C","C","N"
"P05",1.63281838182,"B","F","F","N"
"P05",1.06648986699,"B","C","C","N"
"P05",1.2663072819,"D","F","F","N"
"P05",0.866392499305,"E","C","E","N"
"P05",1.01637575357,"C","E","E","N"
"P05",1.23299067225,"F","D","D","N"
"P05",1.04968672115,"D","A","A","N"
"P05",1.16631891189,"F","A","A","N"
"P05",0.716498209788,"E","B","E","N"
"P05",0.86639788573,"A","B","A","N"
"P05",1.3495626078,"D","B","D","N"
"P05",1.13300522252,"A","E","E","N"
"P05",1.0996821648,"C","A","A","N"
"P05",1.0997000203,"E","F","E","N"
"P05",0.683170785182,"F","C","C","N"
"P05",0.716491857956,"F","E","E","N"
"P05",0.699819703611,"A","C","A","N"
"P05",1.4828418854,"B","E","E","N"
"P05",1.01634844249,"F","B","F","N"
"P05",0.683138099714,"A","D","A","N"
"P05",1.04967298291,"D","E","E","N"
"P05",0.883063640123,"C","B","C","N"
"P05",0.766454859738,"B","A","A","N"
"P05",1.28298994444,"D","F","F","N"
"P05",1.04969319328,"F","A","A","N"
"P05",0.849777165585,"D","A","A","N"
"P05",0.683175834768,"A","C","A","N"
"P05",1.54955148307,"F","B","F","N"
"P05",1.13301335479,"B","C","C","N"
"P05",0.833110502929,"E","F","E","N"
"P05",1.39964975902,"E","C","C","N"
"P05",0.799769370155,"C","A","C","N"
"P05",1.39961723897,"D","C","C","N"
"P05",1.06636077022,"F","E","E","N"
"P05",0.999713117946,"D","E","E","N"
"P05",0.616491996301,"A","B","A","N"
"P05",1.18295229058,"B","D","D","N"
"P05",1.56621000143,"F","D","D","N"
"P05",NA,"D","B",NA,"N"
"P05",1.1163705506,"C","D","C","N"
"P05",0.816436378674,"F","C","C","N"
"P05",0.76644518763,"C","F","C","N"
"P05",0.616571144578,"A","D","A","N"
"P05",0.966378800159,"B","F","F","N"
"P05",0.666524077262,"C","E","C","N"
"P05",0.549849519929,"E","A","E","N"
"P05",0.883096433861,"E","B","E","N"
"P05",0.666464092751,"A","F","A","N"
"P05",0.666461419087,"A","E","A","N"
"P05",0.849775421238,"E","D","E","N"
"P05",0.783127447162,"B","E","E","N"
"P05",0.549863146894,"A","E","A","N"
"P05",0.883117062278,"E","D","E","N"
"P05",0.783011655551,"C","F","C","N"
"P05",1.04971927128,"D","E","E","N"
"P05",0.849742152315,"B","C","C","N"
"P05",0.799762266449,"C","E","C","N"
"P05",1.18299961053,"B","D","D","N"
"P05",0.766456321381,"B","A","A","N"
"P05",0.799792801557,"F","C","C","N"
"P05",0.716466799498,"F","E","E","N"
"P05",0.599855721385,"A","B","A","N"
"P05",0.866438968128,"C","B","C","N"
"P05",0.749875453568,"B","E","E","N"
"P05",0.849736305742,"D","B","D","N"
"P05",1.14972086225,"B","F","F","N"
"P05",0.916373723506,"D","C","C","N"
"P05",0.683150731198,"E","A","E","N"
"P05",0.783114557034,"A","D","A","N"
"P05",0.799786323411,"E","B","E","N"
"P05",0.949713000654,"A","C","A","N"
"P05",1.28299848573,"E","C","E","N"
"P05",0.916418733694,"D","F","D","N"
"P05",0.66653395388,"A","F","A","N"
"P05",1.08303329749,"D","A","D","N"
"P05",0.983055751461,"C","D","C","N"
"P05",0.883116250254,"F","D","D","N"
"P05",0.866431022323,"F","A","A","N"
"P05",0.783079973835,"E","F","E","N"
"P05",1.01631705927,"F","B","F","N"
"P05",0.783136343336,"C","A","A","N"
"P05",0.666490778265,"A","F","A","N"
"P05",0.68314678837,"D","A","A","N"
"P05",0.833113248773,"E","B","E","N"
"P05",0.816421422396,"C","D","C","N"
"P05",0.883064996504,"C","A","A","N"
"P05",0.716482582838,"D","C","C","N"
"P05",0.683189738423,"B","E","E","N"
"P05",0.799781523447,"F","E","E","N"
"P05",1.13301320742,"F","B","B","N"
"P05",0.983058551439,"B","F","F","N"
"P05",0.533204505229,"E","D","E","N"
"P05",1.34961225254,"E","C","E","N"
"P05",1.3495888873,"D","F","D","N"
"P05",0.86646838144,"A","D","A","N"
"P05",0.716507358592,"D","E","E","N"
"P05",1.34962984038,"F","D","D","N"
"P05",1.01640496838,"C","F","C","N"
"P05",0.766475506199,"F","A","A","N"
"P05",0.766452977045,"F","C","C","N"
"P05",0.649809649552,"E","F","E","N"
"P05",0.833157973248,"B","D","D","N"
"P05",0.583214147262,"A","B","A","N"
"P05",0.583193521853,"E","A","E","N"
"P05",0.766474146811,"C","B","C","N"
"P05",0.783134989962,"C","E","E","N"
"P05",0.649831243374,"A","C","A","N"
"P05",0.733127841144,"B","A","A","N"
"P05",0.649837664379,"A","E","A","N"
"P05",1.03304615153,"D","B","D","N"
"P05",0.816406577394,"B","C","C","N"
"P05",1.26626096345,"F","D","F","N"
"P05",1.01635926346,"E","D","E","N"
"P05",0.866450041729,"B","D","D","N"
"P05",1.09964767182,"B","F","F","N"
"P05",0.866429088503,"B","C","C","N"
"P05",0.683130295261,"A","B","A","N"
"P05",0.816443623733,"F","A","A","N"
"P05",0.749834256885,"B","E","E","N"
"P05",0.949751078563,"E","A","A","N"
"P05",0.933054728912,"C","A","A","N"
"P05",0.999703728543,"D","C","C","N"
"P05",0.86643190352,"E","B","E","N"
"P05",0.699871757356,"B","A","A","N"
"P05",0.699788079789,"D","E","E","N"
"P05",0.683195606048,"D","A","A","N"
"P05",0.599851270291,"E","F","E","N"
"P05",0.683174911467,"C","E","E","N"
"P05",0.93307027466,"F","B","F","N"
"P05",1.13299732784,"C","F","C","N"
"P05",0.916412309682,"F","C","C","N"
"P05",0.78310713754,"F","E","E","N"
"P05",0.899759607822,"C","B","C","N"
"P05",1.01642425546,"C","D","D","N"
"P05",0.883092557199,"D","B","D","N"
"P05",1.13299292487,"D","F","D","N"
"P05",1.04974030872,"E","C","E","N"
"P05",0.533196854159,"A","D","A","N"
"P05",1.01639364215,"A","E","A","N"
"P05",0.649816912655,"A","F","A","N"
"P05",0.833140971873,"A","C","A","N"
"P05",0.683154228916,"D","A","A","N"
"P05",0.783154243953,"B","D","D","N"
"P05",0.899723647191,"C","B","C","N"
"P05",0.916418309637,"E","F","E","N"
"P05",1.01637382275,"F","C","C","N"
"P05",0.766457172503,"E","B","E","N"
"P05",0.699802939827,"D","E","E","N"
"P05",0.699862566447,"A","D","A","N"
"P05",1.14970671799,"B","F","F","N"
"P05",0.899742612462,"F","B","F","N"
"P05",0.966419196848,"E","A","A","N"
"P05",1.16628533921,"F","D","F","N"
"P05",1.0496681228,"D","C","C","N"
"P05",1.59953937489,"E","C","E","N"
"P05",0.549862494267,"A","B","A","N"
"P05",0.799817664529,"E","D","E","N"
"P05",0.866405320261,"C","F","C","N"
"P05",0.966425662965,"F","A","A","N"
"P05",0.816446375591,"B","A","A","N"
"P05",0.933078530236,"D","B","D","N"
"P05",0.833121248712,"A","E","A","N"
"P05",0.716482811407,"A","C","A","N"
"P05",0.666493088022,"C","A","A","N"
"P05",1.21631234051,"C","D","C","N"
"P05",1.04971366832,"C","E","E","N"
"P05",0.849769649853,"B","C","C","N"
"P05",0.816445725972,"D","F","D","N"
"P05",0.583186565515,"A","F","A","N"
"P05",0.733130686235,"F","E","E","N"
"P05",0.649713987113,"B","E","E","N"
"P06",1.23297853467,"D","B","B","N"
"P06",NA,"B","E",NA,"N"
"P06",NA,"D","A",NA,"N"
"P06",0.683164836222,"E","A","A","N"
"P06",0.81645771858,"F","E","E","N"
"P06",1.04974159045,"F","C","C","N"
"P06",1.08290113496,"C","F","C","N"
"P06",1.04970402968,"A","F","A","N"
"P06",0.79977815121,"D","C","C","N"
"P06",1.39960330375,"D","F","F","N"
"P06",0.949776856478,"F","B","B","N"
"P06",1.09968991696,"A","B","A","N"
"P06",1.11635038966,"F","A","F","N"
"P06",1.049718577,"B","D","B","N"
"P06",1.31632025444,"B","F","B","N"
"P06",0.766466691479,"B","C","C","N"
"P06",0.883087660573,"E","D","D","N"
"P06",0.84977684144,"E","F","E","N"
"P06",0.783112731155,"E","C","C","N"
"P06",0.79980212706,"D","E","D","N"
"P06",0.716485802685,"B","A","A","N"
"P06",0.683151293416,"C","A","C","N"
"P06",0.733150852816,"A","D","A","N"
"P06",0.899753513709,"E","B","E","N"
"P06",0.933063226078,"C","E","C","N"
"P06",0.716458311059,"A","C","C","N"
"P06",0.849737232567,"F","D","D","N"
"P06",0.633176967004,"C","D","C","N"
"P06",0.849775776783,"C","B","B","N"
"P06",1.0497231063,"A","E","E","N"
"P06",0.949766775313,"E","F","F","N"
"P06",0.666505759001,"A","B","B","N"
"P06",0.633167204634,"F","C","C","N"
"P06",0.849728318315,"B","E","B","N"
"P06",0.983051771986,"D","E","E","N"
"P06",0.86642526607,"B","A","B","N"
"P06",0.733160744508,"A","C","C","N"
"P06",0.716522695779,"A","E","A","N"
"P06",1.14968439066,"E","D","E","N"
"P06",1.29961783903,"B","D","D","N"
"P06",1.29964077428,"A","F","F","N"
"P06",0.683159792633,"D","F","D","N"
"P06",1.13300867591,"C","B","C","N"
"P06",0.983082490667,"E","B","B","N"
"P06",0.766442808861,"C","F","C","N"
"P06",0.733116699561,"D","C","D","N"
"P06",0.966395512799,"A","D","A","N"
"P06",1.16633427393,"F","B","B","N"
"P06",1.016388985,"F","E","E","N"
"P06",1.11634058218,"D","B","B","N"
"P06",0.299931146124,"E","C","C","N"
"P06",0.866449981767,"B","F","B","N"
"P06",0.899737727302,"F","D","D","N"
"P06",0.749808047338,"D","A","A","N"
"P06",0.699819669851,"C","D","C","N"
"P06",0.499883901188,"C","E","C","N"
"P06",0.483235569791,"E","A","E","N"
"P06",0.733153544536,"B","C","C","N"
"P06",1.199661093,"F","A","F","N"
"P06",0.31659349852,"C","A","A","N"
"P06",1.09966867192,"E","A","E","N"
"P06",0.966415470618,"F","E","E","N"
"P06",0.816397409032,"B","A","B","N"
"P06",1.11633112658,"B","F","B","N"
"P06",0.766460123082,"C","A","C","N"
"P06",0.999740743831,"D","C","C","N"
"P06",1.23299027898,"D","F","D","N"
"P06",1.18299638573,"B","D","B","N"
"P06",0.883081603453,"F","B","B","N"
"P06",0.683194084233,"D","B","D","N"
"P06",0.916423947278,"A","E","A","N"
"P06",0.899746250578,"A","F","A","N"
"P06",1.48288934854,"E","C","E","N"
"P06",NA,"E","B",NA,"N"
"P06",0.633203884196,"F","C","C","N"
"P06",1.13302042022,"D","A","A","N"
"P06",1.1328942613,"C","F","C","N"
"P06",1.19964285849,"F","A","A","N"
"P06",1.09968724328,"E","D","E","N"
"P06",1.18303661114,"C","B","C","N"
"P06",1.29962845854,"B","E","B","N"
"P06",0.999706722907,"A","C","C","N"
"P06",1.41624805621,"A","B","B","N"
"P06",0.94971652287,"C","D","C","N"
"P06",0.649850720862,"D","E","E","N"
"P06",0.533220972854,"C","E","E","N"
"P06",1.53288796358,"E","F","F","N"
"P06",0.916460792253,"F","D","F","N"
"P06",0.48323119086,"B","C","C","N"
"P06",1.38294282503,"A","D","A","N"
"P06",1.29963350814,"E","F","F","N"
"P06",0.866447425386,"C","B","C","N"
"P06",1.33297070011,"F","C","C","N"
"P06",0.833060444134,"E","C","C","N"
"P06",NA,"A","E",NA,"N"
"P06",0.46657056778,"A","B","A","N"
"P06",1.29962416382,"B","D","B","N"
"P06",1.23297928053,"D","F","D","N"
"P06",1.46623858106,"F","D","D","N"
"P06",1.01634974305,"C","A","C","N"
"P06",1.23299935865,"D","E","E","N"
"P06",0.883114012353,"F","E","E","N"
"P06",0.733149607708,"A","C","C","N"
"P06",0.416564388855,"B","C","C","N"
"P06",0.633134837839,"D","A","A","N"
"P06",0.366540336314,"B","F","F","N"
"P06",0.283247894557,"C","D","C","N"
"P06",0.633190735373,"E","A","A","N"
"P06",0.816447068996,"E","B","B","N"
"P06",0.716532464164,"A","F","F","N"
"P06",0.516550226503,"D","B","B","N"
"P06",1.33295954827,"B","E","E","N"
"P06",1.06639631881,"C","E","C","N"
"P06",0.683166105391,"D","C","C","N"
"P06",1.1996604524,"F","B","B","N"
"P06",1.232984276,"A","D","D","N"
"P06",0.866448138165,"E","D","D","N"
"P06",0.833090140263,"C","F","C","N"
"P06",1.18299066545,"F","A","A","N"
"P06",0.766518685268,"B","A","B","N"
"P06",0.716435378814,"C","E","C","N"
"P06",0.849787253431,"C","D","C","N"
"P06",1.29964877425,"B","C","C","N"
"P06",1.24963802091,"E","C","C","N"
"P06",0.966406387946,"D","E","D","N"
"P06",1.09972671381,"B","D","D","N"
"P06",0.699831681836,"B","A","A","N"
"P06",0.983122394277,"E","D","D","N"
"P06",1.09968326435,"C","A","C","N"
"P06",0.93307385461,"F","B","F","N"
"P06",0.733137051364,"F","C","C","N"
"P06",0.716482599689,"C","F","C","N"
"P06",0.616511775519,"D","A","D","N"
"P06",0.633161959542,"F","E","F","N"
"P06",0.91641235033,"A","F","F","N"
"P06",0.766453993782,"C","B","C","N"
"P06",0.749806068398,"E","A","E","N"
"P06",0.933060480224,"E","F","E","N"
"P06",0.966389350416,"A","D","D","N"
"P06",1.36625756445,"B","E","B","N"
"P06",1.14964910057,"E","B","E","N"
"P06",1.48294987462,"D","B","D","N"
"P06",0.966401344356,"D","C","C","N"
"P06",1.11632183638,"D","F","D","N"
"P06",0.733144570133,"F","A","A","N"
"P06",0.616518196548,"A","C","C","N"
"P06",1.11636097609,"B","F","B","N"
"P06",0.833116976252,"F","D","F","N"
"P06",1.24963599686,"A","B","A","N"
"P06",0.999735044605,"A","E","A","N"
"P06",0.966445915617,"B","E","E","N"
"P06",0.833095782347,"A","F","A","N"
"P06",0.966402237586,"E","D","E","N"
"P06",0.999729570941,"F","A","F","N"
"P06",1.06630944094,"B","D","B","N"
"P06",0.933081250071,"A","E","E","N"
"P06",0.916393150402,"E","A","E","N"
"P06",1.04971746121,"F","E","F","N"
"P06",1.04970439058,"B","F","B","N"
"P06",0.66650338307,"B","C","C","N"
"P06",0.749799307521,"C","D","C","N"
"P06",0.599862135857,"E","C","C","N"
"P06",1.23299340679,"F","D","D","N"
"P06",0.716446193811,"D","B","B","N"
"P06",0.866433762279,"A","D","A","N"
"P06",0.982936710764,"C","B","C","N"
"P06",0.549850161465,"C","E","C","N"
"P06",0.349942512998,"A","C","A","N"
"P06",0.433236341217,"F","C","C","N"
"P06",1.36627229221,"B","A","B","N"
"P06",0.633216172871,"A","B","B","N"
"P06",1.03298325044,"D","A","D","N"
"P06",0.733120789771,"D","F","D","N"
"P06",0.766474938064,"D","E","D","N"
"P06",0.49988572073,"D","C","C","N"
"P06",0.916401703753,"E","B","B","N"
"P06",0.56655369867,"F","B","B","N"
"P06",0.749803521039,"E","F","F","N"
"P06",0.84967220424,"C","A","C","N"
"P06",0.549820958568,"C","F","C","N"
"P07",NA,"C","F",NA,"N"
"P07",NA,"F","D",NA,"N"
"P07",0.833095466233,"A","F","A","N"
"P07",0.683170024511,"A","D","A","N"
"P07",0.982999852634,"B","F","F","N"
"P07",0.749681701027,"A","E","A","N"
"P07",1.14965016767,"D","A","A","N"
"P07",0.749774228959,"A","B","A","N"
"P07",1.21637033428,"A","C","A","N"
"P07",1.41622092901,"E","A","E","N"
"P07",NA,"B","E",NA,"N"
"P07",0.54986641404,"F","B","B","N"
"P07",1.13299231891,"F","E","F","N"
"P07",1.16631768846,"D","C","C","N"
"P07",0.999717330566,"C","A","C","N"
"P07",0.816439617449,"C","B","C","N"
"P07",1.14968260928,"D","F","D","N"
"P07",0.6831390746,"D","B","B","N"
"P07",0.999731697268,"C","D","C","N"
"P07",0.699843494082,"B","C","C","N"
"P07",1.24963338596,"E","D","E","N"
"P07",0.983060612622,"B","A","A","N"
"P07",0.583199927821,"C","E","C","N"
"P07",0.683137203952,"F","C","C","N"
"P07",1.06634472865,"E","F","F","N"
"P07",0.84976008481,"D","E","E","N"
"P07",0.899798929339,"E","C","C","N"
"P07",0.683154388656,"E","B","B","N"
"P07",0.466563402055,"B","D","B","N"
"P07",0.899757699885,"F","A","A","N"
"P07",0.616498939866,"C","E","C","N"
"P07",1.2829245455,"B","E","E","N"
"P07",1.08300597284,"F","D","D","N"
"P07",0.916396327874,"D","A","A","N"
"P07",0.933032625073,"E","F","E","N"
"P07",0.849768198974,"E","D","D","N"
"P07",0.88316407272,"C","F","C","N"
"P07",0.99969556548,"E","C","C","N"
"P07",0.94973430174,"C","B","B","N"
"P07",0.899750283455,"D","C","C","N"
"P07",0.549864086254,"A","D","A","N"
"P07",0.633167519286,"B","C","C","N"
"P07",0.566513568217,"C","D","C","N"
"P07",0.849763925355,"B","F","F","N"
"P07",1.03304110013,"F","B","B","N"
"P07",1.14964787898,"B","A","A","N"
"P07",0.833110557736,"F","E","F","N"
"P07",0.549884122043,"E","A","A","N"
"P07",0.599852200718,"A","E","A","N"
"P07",0.583192643719,"C","A","A","N"
"P07",0.966396102314,"D","F","F","N"
"P07",0.349939083623,"D","E","D","N"
"P07",0.616509682562,"F","A","A","N"
"P07",0.533182908528,"F","C","C","N"
"P07",0.616488937008,"A","F","A","N"
"P07",0.583231364942,"A","B","A","N"
"P07",0.533209771282,"B","D","B","N"
"P07",0.583227446204,"E","B","B","N"
"P07",0.59983674832,"A","C","A","N"
"P07",0.799752996195,"D","B","B","N"
"P07",0.683156812679,"C","D","C","N"
"P07",0.399910596833,"B","E","E","N"
"P07",1.06635179621,"B","A","A","N"
"P07",1.33292633494,"E","F","E","N"
"P07",1.11631447046,"B","C","C","N"
"P07",1.28290064811,"D","F","D","N"
"P07",1.482876056,"A","F","A","N"
"P07",1.49953013639,"F","B","B","N"
"P07",0.899756505917,"B","D","B","N"
"P07",1.14966773432,"D","E","D","N"
"P07",0.849763753929,"A","D","A","N"
"P07",1.31627438384,"E","D","D","N"
"P07",0.799752316507,"E","A","A","N"
"P07",1.06633176644,"D","B","B","N"
"P07",0.916402661614,"D","A","A","N"
"P07",1.34959203621,"D","C","C","N"
"P07",0.583168087698,"C","A","C","N"
"P07",1.06631860273,"A","C","A","N"
"P07",1.29961614111,"B","F","B","N"
"P07",0.766288485887,"E","B","B","N"
"P07",0.999696479752,"A","B","A","N"
"P07",0.89974224147,"F","D","F","N"
"P07",0.54986604412,"F","E","E","N"
"P07",0.533223374085,"C","F","C","N"
"P07",0.649783846859,"A","E","A","N"
"P07",0.783119363618,"C","E","E","N"
"P07",0.349911706591,"C","B","C","N"
"P07",0.699808508143,"E","C","C","N"
"P07",0.716528367994,"F","A","A","N"
"P07",0.533198664682,"F","C","C","N"
"P07",1.13296048781,"E","F","E","N"
"P07",0.699805506684,"C","B","C","N"
"P07",0.716467069668,"B","A","A","N"
"P07",0.533187909957,"C","E","E","N"
"P07",0.58318753703,"A","F","A","N"
"P07",0.583165796003,"C","F","C","N"
"P07",0.833112413347,"F","A","F","N"
"P07",1.21630058495,"E","C","C","N"
"P07",0.93304039037,"E","D","E","N"
"P07",0.766493770018,"B","C","C","N"
"P07",0.533185973143,"A","E","A","N"
"P07",0.883069256101,"D","C","C","N"
"P07",0.816447205305,"A","B","A","N"
"P07",0.983036898693,"E","A","A","N"
"P07",1.0996847476,"D","B","D","N"
"P07",0.766441650502,"A","D","A","N"
"P07",0.583174559781,"F","B","F","N"
"P07",0.799738100179,"D","A","A","N"
"P07",0.766478501075,"D","E","E","N"
"P07",0.649835701719,"C","A","A","N"
"P07",1.0496558969,"B","F","F","N"
"P07",0.449902948828,"F","E","F","N"
"P07",1.01633877085,"B","D","D","N"
"P07",0.733153110479,"A","C","A","N"
"P07",0.533198580472,"B","E","B","N"
"P07",1.28297470113,"E","B","E","N"
"P07",0.733146512082,"C","D","C","N"
"P07",0.749768069652,"F","C","C","N"
"P07",0.59984799627,"F","D","F","N"
"P07",0.733182397257,"D","F","F","N"
"P07",0.499886500955,"A","B","A","N"
"P07",1.08300897731,"E","C","C","N"
"P07",0.833108118675,"C","A","C","N"
"P07",0.916407768304,"D","F","F","N"
"P07",0.583145537661,"A","D","A","N"
"P07",0.916375741718,"B","C","C","N"
"P07",0.76644955715,"B","A","A","N"
"P07",0.916369314747,"D","A","A","N"
"P07",0.499829969474,"F","A","A","N"
"P07",0.566448645885,"E","A","A","N"
"P07",0.799759137457,"E","B","E","N"
"P07",1.18300869761,"C","B","B","N"
"P07",1.06635588939,"F","E","F","N"
"P07",0.816432946873,"E","D","E","N"
"P07",0.616496106825,"C","F","C","N"
"P07",0.649852164629,"D","C","C","N"
"P07",0.866463797537,"A","F","A","N"
"P07",0.733147715072,"B","D","D","N"
"P07",0.766500329318,"D","E","E","N"
"P07",0.516542241469,"B","F","B","N"
"P07",0.133305442023,"D","B","B","N"
"P07",0.599768457618,"C","D","C","N"
"P07",0.549880113082,"F","B","B","N"
"P07",0.933056973579,"C","E","E","N"
"P07",0.533185278417,"A","E","A","N"
"P07",0.566523110931,"F","D","D","N"
"P07",0.799784722034,"F","C","C","N"
"P07",0.666440233981,"E","F","E","N"
"P07",0.566526876288,"A","C","A","N"
"P07",0.866427999579,"B","E","B","N"
"P07",0.533333862649,"F","C","C","N"
