"Participant","pair","condition","ACC","RT","reward"
"P27",1,"N",1,0.699827265106,1
"P27",3,"N",0,0.899711389721,0
"P27",3,"N",1,0.766430150036,1
"P27",2,"N",1,0.533201682688,1
"P27",1,"N",1,0.616492000466,1
"P27",3,"N",1,0.683180183682,0
"P27",1,"N",1,0.599851018222,0
"P27",2,"N",1,0.566536521768,1
"P27",1,"N",1,0.633179147604,1
"P27",1,"N",1,0.799790988823,0
"P27",3,"N",1,0.783112590459,1
"P27",1,"N",0,0.583255912151,0
"P27",3,"N",1,0.583159771882,1
"P27",2,"N",0,0.716475997639,0
"P27",1,"N",1,0.616538460092,1
"P27",1,"N",1,0.616497098153,1
"P27",3,"N",1,0.583180544581,1
"P27",2,"N",1,0.566523135453,1
"P27",2,"N",1,0.449883650936,1
"P27",3,"N",1,0.666488444115,1
"P27",2,"N",1,0.466584638519,1
"P27",2,"N",1,0.61649970865,1
"P27",3,"N",1,0.699792904591,0
"P27",1,"N",1,0.83315596591,1
"P27",1,"N",1,0.549868538325,1
"P28",3,"N",1,1.0497519748,1
"P28",1,"N",0,0.749753319148,0
"P28",2,"N",1,0.866434526056,0
"P28",2,"N",0,1.09977810392,0
"P28",2,"N",1,0.783131717806,1
"P28",1,"N",0,1.19966299201,0
"P28",2,"N",0,1.03303877114,1
"P28",1,"N",1,1.06636434313,0
"P28",2,"N",0,1.0663746438,1
"P28",2,"N",0,0.966385479808,0
"P28",1,"N",1,0.51645729581,1
"P28",2,"N",1,0.29995107706,1
"P28",3,"N",0,0.566567616785,0
"P28",2,"N",0,0.249976150556,0
"P28",1,"N",1,0.399894382749,1
"P28",3,"N",1,0.266638283923,0
"P28",2,"N",0,1.31633595236,0
"P28",1,"N",-1,NA,0
"P28",1,"N",1,0.649762362689,1
"P28",3,"N",0,0.6831325178,0
"P28",2,"N",1,1.01636460177,0
"P28",3,"N",1,0.416627547162,0
"P28",2,"N",1,0.566522856219,1
"P28",3,"N",1,0.249975780634,1
"P28",3,"N",0,0.316605018008,0
"P28",1,"N",1,0.366608049563,1
"P28",3,"N",0,0.383263942376,1
"P28",2,"N",1,0.266614413425,1
"P28",3,"N",0,0.2832588567,0
"P28",1,"N",0,0.616499872934,0
"P28",1,"N",0,0.283304952594,1
"P28",3,"N",1,0.250011888632,1
"P28",3,"N",1,0.69982698476,1
"P28",1,"N",0,0.499896981226,0
"P28",3,"N",-1,NA,1
"P28",3,"N",1,0.283275656574,1
"P28",3,"N",0,0.983070388945,0
"P28",1,"N",0,0.266581511417,0
"P28",1,"N",0,0.516524441169,0
"P28",2,"N",0,0.44988250314,1
"P28",2,"N",0,0.716533683206,0
"P28",2,"N",0,0.333241178638,0
"P28",1,"N",0,0.283288288058,0
"P28",1,"N",1,0.249987338441,1
"P28",1,"N",1,0.283297124082,1
"P28",1,"N",0,0.583181831716,1
"P28",2,"N",1,0.616522681784,0
"P28",2,"N",1,0.249966499499,1
"P28",2,"N",1,0.783117624679,1
"P28",1,"N",1,0.883044410192,1
"P28",3,"N",1,0.683114337487,0
"P28",3,"N",0,0.799803601477,0
"P28",3,"N",0,1.44956214465,1
"P28",3,"N",1,1.03302795618,0
"P28",2,"N",1,0.749836921527,1
"P28",3,"N",0,0.933071035556,0
"P28",1,"N",0,1.01638573545,0
"P28",3,"N",1,0.966391753445,0
"P28",2,"N",1,0.716447903399,1
"P28",1,"N",1,0.916409972858,0
"P28",1,"N",0,1.44958206931,0
"P28",3,"N",0,0.916424682521,0
"P28",3,"N",1,0.516558308584,0
"P28",2,"N",1,0.616514465305,1
"P28",1,"N",0,0.666477262577,0
"P28",3,"N",0,0.783106887919,0
"P28",1,"N",1,1.13301825099,1
"P28",1,"N",0,0.933037342576,0
"P28",1,"N",1,1.13301765551,1
"P28",1,"N",0,0.916387708363,0
"P28",2,"N",1,0.766440565108,0
"P28",3,"N",1,0.749803162382,0
"P28",2,"N",1,0.516569610755,1
"P28",3,"N",0,0.633173338546,0
"P28",2,"N",1,0.633161702543,0
"P28",1,"N",0,0.983076924234,0
"P28",1,"N",0,0.449916057774,0
"P28",3,"N",1,1.31628318584,0
"P28",2,"N",1,0.533177723476,0
"P28",2,"N",1,0.899728994519,1
"P28",3,"N",0,0.833132716296,1
"P28",2,"N",0,1.64948062947,0
"P28",1,"N",0,1.03303260878,0
"P28",1,"N",1,0.799780497891,0
"P28",1,"N",1,0.266621198337,1
"P28",2,"N",0,0.249989479778,0
"P28",2,"N",0,0.199985139961,0
"P28",2,"N",1,0.0500212569832,0
"P28",1,"N",0,0.166615499132,0
"P28",3,"N",1,0.0167138863617,1
"P28",2,"N",0,0.549858277757,0
"P28",3,"N",1,0.249961843896,1
"P28",1,"N",1,0.349956391305,0
"P28",3,"N",0,0.366611057059,0
"P28",3,"N",1,0.583212039007,0
"P28",2,"N",0,0.683140189924,0
"P28",2,"N",1,1.31629363388,1
"P28",3,"N",1,0.59978004376,1
"P28",3,"N",1,0.266611959309,0
"P28",3,"N",1,0.999722495319,1
"P28",2,"N",1,0.166630356162,1
"P28",1,"N",1,0.299913757039,1
"P28",1,"N",1,0.283301830813,1
"P28",1,"N",0,0.416594630115,0
"P28",2,"N",0,0.249965329584,1
"P28",2,"N",1,0.38326689273,1
"P28",3,"N",0,0.283292528628,1
"P28",2,"N",0,1.21633535086,0
"P28",1,"N",1,0.283286682055,1
"P28",3,"N",0,0.316600708265,0
"P28",3,"N",1,0.566530405034,1
"P28",3,"N",1,0.249970285938,1
"P28",2,"N",1,0.333271797957,1
"P28",1,"N",1,0.316599595492,1
"P28",2,"N",0,0.299945260562,0
"P28",1,"N",1,0.316603186442,0
"P28",3,"N",1,0.29995490861,0
"P28",1,"N",1,0.299907859339,0
"P28",2,"N",1,0.233332982459,0
"P28",3,"N",0,0.333275018985,0
"P28",3,"N",0,0.366622130661,0
"P28",1,"N",0,0.283268760385,0
"P28",3,"N",0,0.749794906805,0
"P28",3,"N",0,1.5328913136,1
"P28",1,"N",1,0.233329827595,1
"P28",2,"N",1,0.483267674679,0
"P28",3,"N",1,0.0833487026412,0
"P28",1,"N",0,0.283286230931,1
"P28",3,"N",1,0.199954015384,0
"P28",1,"N",0,0.283361460441,0
"P28",2,"N",0,0.383445339508,0
"P28",3,"N",1,0.29981914121,1
"P28",1,"N",0,0.366558347681,0
"P28",3,"N",1,0.233289978271,1
"P28",3,"N",0,0.299944550793,0
"P28",2,"N",1,0.24995667401,0
"P28",1,"N",1,0.266612744265,1
"P28",2,"N",1,0.249934626056,0
"P28",3,"N",1,0.23329094067,1
"P28",1,"N",1,0.249915552515,1
"P28",1,"N",0,0.0333782964044,1
"P28",2,"N",0,0.233294883497,0
"P28",1,"N",0,0.233322609604,0
"P28",1,"N",0,0.266628933617,1
"P28",3,"N",1,0.233317993097,1
"P28",2,"N",1,0.316616804385,1
"P28",1,"N",0,0.366601312772,0
"P28",1,"N",1,0.266603649597,0
"P28",2,"N",1,0.299948839483,0
"P28",3,"N",1,0.28315041541,1
"P28",2,"N",1,0.266654722896,1
"P28",1,"N",1,0.433244703423,1
"P28",2,"N",0,0.383261205555,0
"P28",1,"N",0,0.399870584431,0
"P28",2,"N",0,0.299966908519,1
"P28",2,"N",0,0.283301154127,0
"P28",3,"N",0,0.266644572597,1
"P28",1,"N",0,0.300016291607,0
"P28",3,"N",0,0.199961919084,0
"P28",1,"N",1,0.766464453651,1
"P28",1,"N",0,0.733170529545,0
"P28",2,"N",1,0.599869210007,1
"P28",2,"N",1,0.633217356261,1
"P28",3,"N",1,0.533196195517,0
"P28",3,"N",0,0.949698128585,1
"P28",2,"N",1,0.799792004571,1
"P28",3,"N",0,0.916433539598,1
"P28",2,"N",1,0.7997816648,1
"P28",3,"N",1,0.799784404629,0
"P28",1,"N",0,0.766454086812,0
"P28",2,"N",1,0.633199933834,1
"P28",1,"N",1,0.966387200096,1
"P28",2,"N",1,0.866447208668,1
"P28",3,"N",0,0.749802879677,0
"P28",2,"N",1,0.649765722062,1
"P28",3,"N",1,0.899803015015,1
"P28",1,"N",1,0.783091561718,1
"P28",2,"N",1,0.649848828204,0
"P28",2,"N",1,0.616520735935,1
"P28",3,"N",1,0.983076852053,1
"P28",2,"N",1,0.716464098766,1
"P28",2,"N",1,0.633057456711,0
"P28",1,"N",1,0.966399248126,1
"P28",2,"N",1,0.583205193946,1
"P28",3,"N",1,0.883083709145,0
"P28",1,"N",1,0.666493115089,1
"P28",3,"N",1,0.599867447613,0
"P28",1,"N",1,0.616540035037,0
"P28",3,"N",1,0.799771312998,1
"P28",2,"N",1,0.549860163457,1
"P28",1,"N",1,0.699850852249,1
"P28",1,"N",1,0.549860331877,1
"P28",3,"N",1,0.533200333833,0
"P28",1,"N",1,0.683127889264,1
"P28",3,"N",0,0.666500312028,0
"P28",1,"N",1,0.633163413809,1
"P28",2,"N",1,0.68315244547,0
"P28",3,"N",0,0.983062473214,0
"P28",3,"N",1,1.14966981,1
"P28",2,"N",1,0.91641801791,1
"P28",2,"N",1,0.533195028609,1
"P28",3,"N",0,0.783121468259,1
"P28",2,"N",1,0.566538007984,1
"P28",3,"N",1,0.566512552537,1
"P28",3,"N",1,0.616513815686,1
"P28",3,"N",1,0.533237927534,0
"P28",1,"N",1,0.599861023601,1
"P28",1,"N",1,0.699842325997,1
"P28",3,"N",0,0.9330856971,0
"P28",3,"N",0,0.933047189119,0
"P28",2,"N",1,0.716518642717,1
"P28",3,"N",1,0.516513923956,0
"P28",1,"N",1,0.616515346501,1
"P28",1,"N",1,0.566537307238,0
"P28",1,"N",1,0.683224878008,1
"P28",2,"N",1,0.83314694476,0
"P28",1,"N",1,0.583186303863,1
"P28",2,"N",1,0.699795000038,0
"P28",1,"N",1,0.933068924293,0
"P28",1,"N",1,0.449921209614,0
"P28",1,"N",0,0.733138171894,0
"P28",2,"N",1,1.01642149458,1
"P28",3,"N",1,0.63318612642,0
"P28",2,"N",1,0.699875188908,1
"P28",2,"N",1,0.599846765062,1
"P28",1,"N",1,0.766599932331,1
"P28",2,"N",1,0.616504450343,0
"P28",1,"N",1,1.11636680025,1
"P28",2,"N",1,0.516541120744,0
"P28",3,"N",1,0.73314905903,1
"P28",2,"N",1,0.766486549725,1
"P28",3,"N",1,0.533190974504,1
"P28",3,"N",1,0.766472071638,1
"P28",2,"N",1,0.866450664281,1
"P28",1,"N",1,0.599825291539,1
"P28",2,"N",1,0.633197888738,1
"P28",3,"N",1,0.533209118728,0
"P28",3,"N",1,0.54985281013,1
"P28",2,"N",1,0.799779953534,1
"P28",1,"N",1,0.766464143879,1
"P28",3,"N",1,0.799782112916,1
"P28",3,"N",1,0.516550642476,1
"P28",3,"N",1,0.749804115759,1
"P28",3,"N",1,0.449907314982,1
"P28",2,"N",1,0.616489984286,1
"P28",2,"N",1,0.533204102225,0
"P28",1,"N",1,0.766472348329,1
"P28",1,"N",1,0.566524997556,1
"P28",1,"N",1,0.59983423884,1
"P28",1,"N",1,0.666502940579,1
"P28",3,"N",1,0.866481442997,1
"P28",3,"N",1,0.583179109932,1
"P28",2,"N",1,0.849790094811,0
"P28",2,"N",1,0.566579619703,1
"P28",1,"N",1,0.699786705363,1
"P28",2,"N",1,0.733138460613,1
"P28",2,"N",1,0.549852608627,1
"P28",1,"N",1,0.716562308555,0
"P28",1,"N",1,0.716463825083,1
"P28",1,"N",1,0.533221659987,1
"P28",2,"N",1,0.749814497635,1
"P28",2,"N",1,0.599856596566,0
"P28",2,"N",1,0.583209636018,1
"P28",3,"N",1,0.566509490905,1
"P28",2,"N",1,0.616501533072,1
"P28",2,"N",1,0.633183837715,1
"P28",3,"N",1,0.816444619214,1
"P28",3,"N",1,0.583156821377,1
"P28",3,"N",1,0.599833995234,1
"P28",1,"N",1,0.733248339486,1
"P28",2,"N",1,0.866418318659,1
"P28",2,"N",1,0.649875176879,0
"P28",1,"N",1,0.699827553176,1
"P28",1,"N",1,0.816472784415,1
"P28",1,"N",1,0.599842735017,0
"P28",3,"N",1,0.516487650469,0
"P28",3,"N",1,0.483214959286,0
"P28",3,"N",1,0.583178027233,0
"P28",1,"N",1,0.633168935572,1
"P28",3,"N",1,0.499865862663,1
"P28",3,"N",1,0.549858665725,0
"P28",1,"N",1,0.666442986143,0
"P28",1,"N",1,0.749810735258,1
"P28",2,"N",1,0.516564413801,0
"P28",1,"N",1,0.516540958339,0
"P28",2,"N",1,0.516555183795,0
"P28",3,"N",1,0.549854743949,1
"P28",1,"N",1,0.516552606372,1
"P28",2,"N",1,0.549851318411,1
"P28",3,"N",1,0.549858181517,0
"P28",2,"N",1,0.449929570455,1
"P28",1,"N",1,0.783147696633,1
"P28",3,"N",1,0.533315220187,0
"P28",1,"N",1,0.816513899896,1
"P28",2,"N",1,0.566565929579,1
"P28",2,"N",0,0.899732245623,0
"P28",3,"N",1,0.799775270863,0
"P28",1,"N",1,0.549890181277,1
"P28",2,"N",1,0.866448763543,1
"P28",3,"N",1,0.649830103533,0
"P28",1,"N",1,0.583112872836,1
"P28",1,"N",1,0.66649077225,1
"P28",2,"N",1,0.78306747468,1
"P28",1,"N",1,0.599857580018,0
"P28",1,"N",1,0.950143836512,1
"P28",3,"N",1,0.799784696355,0
"P28",2,"N",1,0.716432514041,1
"P28",1,"N",1,0.583182532462,0
"P28",2,"N",1,0.699778843767,1
"P28",1,"N",1,0.816416613408,1
"P28",3,"N",1,0.53319986767,1
"P28",1,"N",0,0.599832831332,0
"P28",3,"N",1,0.516566624311,0
"P28",3,"N",1,0.483228775724,0
"P28",2,"N",1,0.966391353449,0
"P28",1,"N",1,0.566552257502,1
"P28",1,"N",1,0.749799577447,1
"P28",2,"N",1,0.599857366486,0
"P28",3,"N",1,0.583199221059,0
"P28",2,"N",1,0.56654433275,1
"P28",3,"N",1,0.549875964843,0
"P28",3,"N",0,0.749792362463,0
"P28",2,"N",1,0.633139224517,1
"P28",2,"N",1,0.649792539905,0
"P28",2,"N",1,0.599847589116,1
"P28",3,"N",1,1.21635513116,0
"P28",2,"N",1,0.633085065526,1
"P28",1,"N",1,0.749794344403,1
"P28",3,"N",1,0.516537253104,1
"P28",2,"N",1,0.499878770836,1
"P28",2,"N",0,0.833196682732,0
"P28",2,"N",1,0.483233804257,0
"P28",3,"N",1,0.599831883971,1
"P28",3,"N",1,0.883148598882,0
"P28",3,"N",1,0.449892241411,1
"P28",2,"N",1,0.666424947181,0
"P28",2,"N",1,1.0329980346,1
"P28",1,"N",1,0.649824969737,1
"P28",2,"N",1,0.783155864993,1
"P28",3,"N",1,0.683154027413,1
"P28",3,"N",1,0.583227049421,1
"P28",1,"N",1,0.633173732528,1
"P28",3,"N",1,0.583169780678,1
"P28",1,"N",1,0.599841601191,0
"P28",1,"N",1,0.833121988557,1
"P28",2,"N",1,0.799793679746,1
"P28",1,"N",1,0.749808488658,1
"P28",3,"N",1,0.949750883076,1
"P28",2,"N",1,0.949740263607,0
"P28",3,"N",1,0.933084061023,1
"P28",1,"N",1,1.31628146255,1
"P28",2,"N",1,0.683143684634,1
"P28",1,"N",1,0.71643568695,1
"P28",2,"N",1,0.816444354553,1
"P28",1,"N",1,1.01638864971,0
"P28",3,"N",1,1.1496637499,1
"P28",1,"N",1,0.566541283149,1
"P28",3,"N",1,0.733140000451,1
"P28",3,"N",1,0.533248381591,0
"P28",1,"N",1,0.583183061782,1
"P29",1,"N",0,1.01637570244,0
"P29",2,"N",0,0.749807956332,1
"P29",2,"N",0,0.749778591138,0
"P29",3,"N",1,0.799793102307,1
"P29",1,"N",1,0.966401675176,0
"P29",1,"N",1,1.16632113142,0
"P29",1,"N",1,1.04956806941,1
"P29",3,"N",1,0.899760299546,0
"P29",3,"N",1,0.949731890736,0
"P29",1,"N",0,0.716488787302,0
"P29",2,"N",0,1.416260383,1
"P29",3,"N",1,1.5661723987,1
"P29",2,"N",0,1.31627309268,1
"P29",1,"N",1,1.36625662664,1
"P29",1,"N",1,1.13302804039,0
"P29",1,"N",0,1.51622482839,0
"P29",3,"N",1,1.36628231066,1
"P29",3,"N",-1,NA,0
"P29",1,"N",1,0.866403175914,1
"P29",3,"N",1,0.933088403848,0
"P29",1,"N",1,0.916418763769,1
"P29",3,"N",1,1.08300868415,1
"P29",1,"N",1,0.799809947293,1
"P29",3,"N",1,1.23300416388,1
"P29",3,"N",1,0.849769643839,0
"P29",1,"N",0,0.766462826594,0
"P29",3,"N",1,1.06638778355,1
"P29",1,"N",1,0.599858364974,1
"P29",2,"N",0,1.11634097187,0
"P29",2,"N",0,0.716461590515,0
"P29",2,"N",0,0.716478104676,1
"P29",2,"N",0,1.13301888858,0
"P29",3,"N",0,1.29960981947,0
"P29",3,"N",0,1.5161975534,1
"P29",2,"N",1,1.41624568537,1
"P29",3,"N",0,1.36623106894,0
"P29",1,"N",-1,NA,0
"P29",3,"N",0,1.24967107315,1
"P29",2,"N",0,1.0663222863,0
"P29",2,"N",0,1.38292955091,0
"P29",3,"N",0,1.13303179074,1
"P29",1,"N",0,1.13296950549,0
"P29",3,"N",0,0.833106361606,1
"P29",1,"N",0,1.08298735799,0
"P29",2,"N",0,0.966413654032,0
"P29",2,"N",1,1.23298427531,1
"P29",2,"N",0,0.999715707401,0
"P29",1,"N",1,1.28292965015,1
"P29",2,"N",1,1.13300767363,1
"P29",2,"N",0,1.21630622025,1
"P29",2,"N",1,0.866464676206,1
"P29",2,"N",1,0.783104090946,1
"P29",1,"N",0,0.783118863767,1
"P29",2,"N",1,0.533212908174,0
"P29",3,"N",0,0.833112505921,0
"P29",1,"N",1,1.16632540808,1
"P29",3,"N",1,0.79982589003,1
"P29",2,"N",0,0.499881249014,0
"P29",1,"N",1,1.11633832828,1
"P29",3,"N",1,0.883087949715,1
"P29",3,"N",1,0.749789791054,1
"P29",2,"N",0,0.783136932805,1
"P29",2,"N",0,0.98305743265,1
"P29",2,"N",0,0.533160331124,0
"P29",2,"N",0,0.89978231442,0
"P29",1,"N",1,1.14966257998,1
"P29",2,"N",1,1.19969630003,1
"P29",3,"N",1,1.01636790701,1
"P29",1,"N",0,0.98307266562,0
"P29",1,"N",1,1.43291264577,0
"P29",2,"N",0,0.966407296186,1
"P29",1,"N",0,0.916413783356,0
"P29",2,"N",0,0.866436911001,0
"P29",3,"N",1,1.16630648491,0
"P29",3,"N",1,1.08303056368,0
"P29",1,"N",1,0.866441476381,1
"P29",3,"N",0,1.19965472139,0
"P29",1,"N",1,0.716493581251,1
"P29",2,"N",0,0.866431689989,1
"P29",1,"N",1,1.04965964466,1
"P29",2,"N",0,0.783097603777,1
"P29",2,"N",0,1.03304576056,0
"P29",3,"N",1,0.866449295871,0
"P29",3,"N",0,0.999722056225,0
"P29",1,"N",1,0.716446974082,1
"P29",1,"N",1,0.749804374404,1
"P29",1,"N",0,1.06640961797,0
"P29",3,"N",1,0.899756452958,1
"P29",2,"N",0,0.949736113262,0
"P29",3,"N",1,0.89974997782,1
"P29",2,"N",0,0.783118030691,0
"P29",2,"N",0,0.566501403748,0
"P29",2,"N",0,1.1830093488,1
"P29",1,"N",0,0.966406225516,1
"P29",1,"N",1,1.4995689476,1
"P29",2,"N",1,1.34960468568,1
"P29",2,"N",1,0.733100647363,1
"P29",2,"N",1,0.749789803085,1
"P29",2,"N",0,1.38295143646,0
"P29",2,"N",1,1.43295298832,1
"P29",1,"N",1,1.11638157909,1
"P29",3,"N",0,1.41620097894,0
"P29",3,"N",1,0.766501208262,0
"P29",1,"N",1,1.08300928564,1
"P29",3,"N",0,1.16637960617,0
"P29",3,"N",1,1.0163677837,0
"P29",3,"N",0,1.33294682897,0
"P29",3,"N",1,1.28272081263,1
"P29",3,"N",1,1.16634068917,1
"P29",1,"N",1,0.899760076993,0
"P29",1,"N",1,0.699825709582,1
"P29",1,"N",1,0.699833273433,0
"P29",3,"N",1,1.11638747979,0
"P29",3,"N",0,1.59953103511,1
"P29",3,"N",0,0.98304504778,0
"P29",2,"N",0,0.716503493959,0
"P29",1,"N",1,1.0163821054,1
"P29",3,"N",0,1.26631446981,1
"P29",1,"N",0,1.43296715965,0
"P29",1,"N",1,0.749804867633,1
"P29",3,"N",0,1.14969024895,0
"P29",3,"N",1,0.949764976203,0
"P29",3,"N",1,0.649806217998,0
"P29",3,"N",0,1.39958929331,1
"P29",1,"N",1,0.766458790535,0
"P29",3,"N",1,0.866442270359,0
"P29",3,"N",1,1.14968217983,1
"P29",2,"N",0,0.899764973195,0
"P29",3,"N",1,1.28302757423,1
"P29",2,"N",0,0.733160442402,0
"P29",1,"N",1,0.783260414582,1
"P29",1,"N",0,1.09965560259,0
"P29",3,"N",1,0.983043889895,0
"P29",3,"N",0,0.366603195464,0
"P29",1,"N",0,1.29961101947,1
"P29",2,"N",0,0.816429052413,0
"P29",1,"N",1,0.616538708731,1
"P29",1,"N",1,0.516406682656,1
"P29",3,"N",1,0.916404604477,0
"P29",3,"N",0,0.966405792436,0
"P29",3,"N",1,1.04971054353,0
"P29",2,"N",0,0.849780281351,1
"P29",2,"N",0,0.733148613919,1
"P29",2,"N",0,0.899756922128,0
"P29",3,"N",0,1.24944960414,0
"P29",2,"N",0,0.633155961234,1
"P29",2,"N",0,0.649842301937,0
"P29",3,"N",1,1.41625511086,1
"P29",2,"N",0,0.783131672693,0
"P29",1,"N",1,0.849762504042,1
"P29",1,"N",1,0.66646067022,1
"P29",1,"N",0,1.11636973857,0
"P29",2,"N",0,0.983063492757,1
"P29",1,"N",1,0.766470032557,1
"P29",2,"N",1,1.03304222374,1
"P29",1,"N",1,1.01638438809,1
"P29",2,"N",0,0.64979690679,0
"P29",3,"N",0,1.31634504101,0
"P29",2,"N",1,1.53288590612,0
"P29",1,"N",1,0.833079399403,1
"P29",1,"N",1,0.949649918421,1
"P29",3,"N",0,1.23297869941,0
"P29",3,"N",1,1.56621887655,1
"P29",2,"N",0,0.916430871948,0
"P29",3,"N",0,0.949812278104,0
"P29",2,"N",1,1.14966668521,1
"P29",1,"N",1,0.86642860129,1
"P29",3,"N",1,1.46624230795,1
"P29",3,"N",0,1.28291690138,1
"P29",2,"N",1,1.19964628236,1
"P29",1,"N",1,1.63285089586,0
"P29",2,"N",1,1.39959734739,1
"P29",2,"N",-1,NA,0
"P29",1,"N",0,0.783131564425,1
"P29",2,"N",1,1.49953137194,0
"P29",1,"N",0,0.999707599191,0
"P29",1,"N",1,1.11636302584,1
"P29",1,"N",1,1.13303464485,1
"P29",1,"N",1,0.733167332577,1
"P29",2,"N",0,0.966381329463,0
"P29",3,"N",1,0.816496877467,1
"P29",3,"N",1,0.633175717478,0
"P29",2,"N",1,0.86649644138,1
"P29",1,"N",1,1.13300907512,1
"P29",1,"N",1,1.01640837287,0
"P29",1,"N",0,1.23296402583,0
"P29",2,"N",0,1.53287010774,0
"P29",2,"N",1,1.01639306171,1
"P29",1,"N",1,0.849789126398,1
"P29",3,"N",1,0.949732949377,1
"P29",1,"N",1,0.733143666588,1
"P29",1,"N",0,0.749795336877,0
"P29",3,"N",0,0.599873931775,0
"P29",3,"N",1,0.616561571718,1
"P29",3,"N",1,0.733147104156,0
"P29",1,"N",1,1.06641218036,0
"P29",3,"N",1,0.916445283869,0
"P29",3,"N",1,0.6331817054,0
"P29",1,"N",1,0.949747271074,1
"P29",3,"N",1,1.1662015263,0
"P29",1,"N",0,0.716481927202,0
"P29",2,"N",0,0.48319203615,0
"P29",2,"N",0,0.649809926241,0
"P29",1,"N",1,0.733156556718,1
"P29",3,"N",1,0.71647843851,0
"P29",2,"N",0,0.883111757055,1
"P29",3,"N",0,0.816460628115,0
"P29",2,"N",0,0.916421290065,0
"P29",2,"N",0,1.09967818287,0
"P29",1,"N",0,0.999678958804,1
"P29",2,"N",0,0.666519869776,0
"P29",3,"N",0,0.69986062962,0
"P29",3,"N",1,1.13300218795,1
"P29",2,"N",1,0.749789213616,0
"P29",2,"N",1,0.783123976511,0
"P29",1,"N",1,0.733132165924,0
"P29",1,"N",0,1.03303183284,0
"P29",3,"N",1,1.2996273622,0
"P29",1,"N",1,0.699820605862,1
"P29",2,"N",0,0.649840680897,1
"P29",2,"N",1,0.999698360161,1
"P29",2,"N",1,1.08303259374,1
"P29",1,"N",1,0.883080382853,1
"P29",3,"N",1,0.866478667078,1
"P29",3,"N",1,0.999726224616,1
"P29",2,"N",1,1.09971484425,1
"P29",3,"N",1,0.783178069338,0
"P29",2,"N",1,1.66613863354,1
"P29",1,"N",0,0.866470916759,0
"P29",2,"N",1,0.849770464883,1
"P29",1,"N",0,0.949759301058,0
"P29",2,"N",1,0.849757481523,0
"P29",3,"N",1,1.31629730904,1
"P29",3,"N",1,0.733148974821,1
"P29",2,"N",0,1.13301237735,1
"P29",1,"N",1,0.883091020367,1
"P29",2,"N",1,0.88308110766,1
"P29",1,"N",1,0.983052575544,1
"P29",1,"N",1,0.999744065082,1
"P29",3,"N",1,1.13299301208,1
"P29",2,"N",0,1.06636959722,0
"P29",2,"N",0,1.1663398591,0
"P29",1,"N",1,1.31629336622,1
"P29",1,"N",1,1.21634397636,1
"P29",1,"N",0,1.43294152675,1
"P29",3,"N",1,1.13301067812,1
"P29",2,"N",1,0.849776296418,0
"P29",3,"N",0,0.84976062135,0
"P29",3,"N",1,1.0830165698,0
"P29",3,"N",1,1.21631721265,0
"P29",3,"N",0,1.28296515966,0
"P29",3,"N",-1,NA,0
"P29",1,"N",1,1.01638011444,1
"P29",3,"N",0,0.716473599448,0
"P29",1,"N",1,1.01640968714,1
"P29",3,"N",0,0.599849956016,0
"P29",2,"N",1,0.866422622386,1
"P29",2,"N",0,0.933110439772,1
"P29",1,"N",0,1.03303369749,0
"P29",2,"N",1,0.816465626574,1
"P29",3,"N",1,0.466560025865,0
"P29",3,"N",1,0.766463025089,1
"P29",2,"N",1,0.68310504733,0
"P29",3,"N",1,1.39959143164,1
"P29",1,"N",0,0.866415154773,1
"P29",3,"N",1,0.733142935767,1
"P29",1,"N",1,0.933083315163,1
"P29",2,"N",1,0.966395918827,0
"P29",2,"N",1,0.933058740911,1
"P29",2,"N",1,0.999717950992,1
"P29",2,"N",0,1.03300091578,0
"P29",3,"N",0,0.766465256653,0
"P29",1,"N",1,1.03304317411,1
"P29",2,"N",0,0.799819709626,0
"P29",2,"N",0,1.13304046436,0
"P29",1,"N",1,1.04971815851,1
"P29",1,"N",1,0.69982278028,1
"P29",1,"N",1,1.11636560627,1
"P29",3,"N",0,1.04969571056,1
"P29",1,"N",1,0.783108602192,1
"P29",3,"N",0,0.733147356787,1
"P29",1,"N",0,0.766462402538,0
"P29",3,"N",0,0.949772031789,1
"P29",1,"N",1,0.949743364336,0
"P29",3,"N",0,1.1830379952,1
"P29",3,"N",0,0.999711686378,0
"P29",1,"N",1,1.13299653687,0
"P29",2,"N",0,1.14970670296,0
"P29",1,"N",1,0.783123525387,1
"P29",3,"N",0,1.01637242126,1
"P29",1,"N",0,1.21629226547,0
"P29",2,"N",1,0.949809288652,0
"P29",2,"N",0,1.1163640935,1
"P29",1,"N",1,0.966400433081,1
"P29",2,"N",1,1.61617132202,1
"P29",2,"N",1,1.33294860039,1
"P29",2,"N",1,0.933120289321,1
"P29",1,"N",0,0.899723162984,0
"P29",2,"N",1,0.916432240359,1
"P29",3,"N",0,0.933070319772,0
"P29",1,"N",1,0.916410532252,0
"P29",1,"N",0,1.14973764709,0
"P29",2,"N",1,0.883086271531,1
"P29",1,"N",1,1.06635597326,0
"P29",1,"N",0,0.816740779392,0
"P29",2,"N",1,0.616484676055,1
"P29",2,"N",0,1.03326371982,0
"P29",1,"N",1,0.699858554446,1
"P29",2,"N",1,0.933052479306,0
"P29",2,"N",1,1.34958961812,0
"P29",1,"N",0,0.849798136856,0
"P29",2,"N",1,0.733151483071,0
"P29",3,"N",1,1.31627316186,1
"P29",3,"N",1,0.833129913308,0
